id,nome,categoria,tipo,distrito,endereco,status_site,url_site,nota_google,reviews_google,volume_reviews,produto_onira,grau_fit,racional_fit,pitch_comercial,whatsapp,google_maps_url,instagram_handle,instagram_cadencia,guia_url
90,Novelo & Filhos -  Frutas e Hortaliças,Turismo Rural & Direto Produtor,Rural / Interior,Vila Oliva,"Endereço: Estrada Municipal Fermino Frizzo, Flor do Campo - Vila Oliva (estrada ",🔴 Sem Site (100% Guia),,4.7,99,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//-29.227988,-50.9314/@-29.2279868,-50.9319485,197m/data=!3m1!1e3",@novelofilhosfrutaseh,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/novelo-filhos-frutas-e-hortalicas-2828
91,Orquidário Do Vale - Entre os Maior do Sul do País,Turismo Rural & Direto Produtor,Rural / Interior,Vila Cristina,"Endereço Matriz: RS 452, KM 25 - Nova Palmira, Distrito de Vila Cristina.",🔴 Sem Site (100% Guia),,4.5,278,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com.br/maps/dir//Orquid%C3%A1rio+do+Vale+-+Matriz+-+RS+452+KM+25,+Caxias+do+Sul+-+RS,+95124-010/@-29.3289575,-51.1852109,18.92z/data=!4m8!4m7!1m0!1m5!1m1!1s0x951eafcce91199c1:0x3476bdf9435e9dad!2m2!1d-51.1854858!2d-29.3286895",@orquidriodovaleentre,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/orquidario-do-vale-entre-os-maior-do-sul-do-pais-2789
92,Orquidário e Pitayas Pebi,Turismo Rural & Direto Produtor,Rural / Interior,Distritos / Interior,Estrada do Imigrante - Localidade da Terceira Légua,⚠️ Site Fora do Ar (404/SSL),https://orquidario-pebi.negocio.site/,4.9,119,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999291646,"https://www.google.com.br/maps/dir//Orquidario+P%C3%A9bi,+P%C3%B3rtico+da+Terceira+L%C3%A9gua+-+Estrada+do+Imigrante+-+sao+pedro,+Caxias+do+Sul+-+RS,+95118-000/@-29.2661468,-51.1941113,164m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951ea5473c03c783:0x5349e624a00acb36!2m2!1d-51.1941096!2d-29.2661673!3e0",@orquidrioepitayaspeb,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/orquidario-e-pitayas-pebi-2963
93,Primavita Mudas,Turismo Rural & Direto Produtor,Rural / Interior,Vila Cristina,Linha Sebastopol - Distrito de Vila Cristina,🔴 Sem Site (100% Guia),,4.5,345,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554996748535,"https://www.google.com.br/maps/dir//-29.307379,-51.121109/@-29.307379,-51.1217527,271m/data=!3m1!1e3!4m8!1m5!3m4!2zMjnCsDE4JzI2LjYiUyA1McKwMDcnMTYuMCJX!8m2!3d-29.307379!4d-51.121109!4m1!3e2?entry=ttu",@primavitamudas,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/primavita-mudas-3194
94,Rancho Morro Alto,Turismo Rural & Direto Produtor,Rural / Interior,Criúva,São Jorge da Mulada - Criúva,🔴 Sem Site (100% Guia),,4.6,143,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,https://www.google.com/maps/place/28%C2%B053,@ranchomorroalto,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/rancho-morro-alto-2849
95,Sabor Vale da Benção alimentos direto do produtor e hospedagem,Turismo Rural & Direto Produtor,Rural / Interior,Vila Oliva,"Localização: Flor do Campo, 398 - Distrito de Vila Oliva",🔴 Sem Site (100% Guia),,4.9,421,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,"https://www.google.com/maps/dir//-29.2275741,-50.9156875/@-29.2276191,-50.9170418,17.78z?hl=pt-BR",@saborvaledabenoalime,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/sabor-vale-da-bencao-alimentos-direto-do-produtor-e-hospedagem-2751
96,Santini Frutas Selecionadas,Turismo Rural & Direto Produtor,Rural / Interior,Forqueta,"Estrada da Uva 11.577, São Valentin, Segunda Légua, Forqueta",🔴 Sem Site (100% Guia),,4.8,137,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+555432068069,"https://www.google.com.br/maps/dir//-29.3046928,-51.2378043/@-29.3045022,-51.2380499,382m/data=!3m1!1e3!4m2!4m1!3e0",@santinifrutasselecio,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/santini-frutas-selecionadas-3093
97,Vinhos Casa Guerra,Turismo Rural & Direto Produtor,Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),,4.8,239,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999117553,"https://www.google.com/maps/dir//Vinhos+Casa+Guerra+-+Estr.+Cerro+da+Gl%C3%B3ria,+140+-+Vila+Cristina,+Caxias+do+Sul+-+RS,+95124-010/@-29.3263695,-51.2183676,164m/data=!3m1!1e3!4m16!1m7!3m6!1s0x951eb11bce2f4e29:0xfdf92fc5285d4636!2sVinhos+Casa+Guerra!8m2!3d-29.3262708!4d-51.2179409!16s%2Fg%2F11zb1r9gdy!4m7!1m0!1m5!1m1!1s0x951eb11bce2f4e29:0xfdf92fc5285d4636!2m2!1d-51.2179409!2d-29.3262708?entry=ttu&g_ep=EgoyMDI2MDgzMS4wIKXMDSoASAFQAw%3D%3D",@vinhoscasaguerra,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/turismo-rural-e-compras-direto-do-produtor/vinhos-casa-guerra-3098
98,Casa Motter,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,"Estrada Municipal do Vinho, 800 - Caravaggio 3ª Légua. * Caxias do Sul - RS",⚠️ Site Fora do Ar (404/SSL),http://casamotter.com.br/int/products-page/,4.9,367,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",Não informado,"https://www.google.com/maps/dir//Vin%C3%ADcola+Casa+Motter+-+Estr.+Mun.+do+Vinho,+800+-+Terceira+L%C3%A9gua,+Caxias+do+Sul+-+RS,+95095-101/@-29.2791612,-51.2130142,15z/data=!4m9!4m8!1m0!1m5!1m1!1s0x951ea5705bc0a2df:0xb44e9ff066bd3ce7!2m2!1d-51.2130142!2d-29.2791612!3e0",@casamotter,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/casa-motter-1016
99,"Granja do Vale Vinhos, Espumantes, Sucos e Uvas","Vinhos, Sucos e Espumantes",Rural / Interior,Nossa Senhora da Saúde,"Endereço: Estrada Vereador Ari Antônio Bergozza, 1450, Nossa Senhora da Saúde, C",⚠️ Site Fora do Ar (404/SSL),https://www.vinicolazanrosso.com.br/,4.6,299,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999494493,"https://www.google.com/maps/dir//Estr.+Ver.+Ari+Ant%C3%B4nio+Bergoza,+1450,+Caxias+do+Sul+-+RS,+95044-030/@-29.1216007,-51.2029735,752m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951e987329bfc94d:0xacd75128494dd2ad!2m2!1d-51.2007848!2d-29.1216007!3e0",@granjadovalevinhoses,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/granja-do-vale-vinhos-espumantes-sucos-e-uvas-1777
100,Hugo Pietro,"Vinhos, Sucos e Espumantes",Rural / Interior,Galópolis,"Estrada São João da 4ª Légua, s/nº, Caixa Postal 4028 -  Bairro Galópolis. * Cax",🟢 Site Ativo (200),https://www.hugopietro.com.br/,4.6,161,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554991056351,"https://www.google.com/maps/dir//Hugo+Pietro+-+Estrada+S%C3%A3o+Jo%C3%A3o+da+4%C2%AA+L%C3%A9gua+-+Gal%C3%B3polis,+RS,+95090-970/@-29.252013,-51.1366677,15z/data=!4m8!4m7!1m0!1m5!1m1!1s0x951ebcd32cdf8209:0xd056453dbceb6770!2m2!1d-51.127913!2d-29.252013",@hugopietro,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/hugo-pietro-1560
101,Petronius Beverages by Authors Bebidas Premium,"Vinhos, Sucos e Espumantes",Rural / Interior,Forqueta,"Estrada da Uva, 11.753 - Bairro São Valentin da 2ª Légua, Forqueta (Zona Rural) ",🟢 Site Ativo (200),https://petronius.store/,4.5,208,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+555432068190,"https://www.google.com/maps/dir//-29.306597,-51.238334/@-29.3065923,-51.2405227,17z/data=!4m2!4m1!3e0",@petroniusbeveragesby,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/petronius-beverages-by-authors-bebidas-premium-1481
102,Terraoro Vinhos,"Vinhos, Sucos e Espumantes",Rural / Interior,Criúva,"Vinícola Terraoro, em Criúva, reverencia a história da família Rampazzo         ",🔴 Sem Site (100% Guia),,4.4,318,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554981158545,"https://www.google.com/maps/dir//Terraoro+Vinhos+-+Estr.+Mun.+Felisberto+Castilhos+dos+Reis+Sobrinho,+501+-+Cri%C3%BAva,+Caxias+do+Sul+-+RS,+95001-970/@-29.007666,-50.8346466,15z/data=!4m17!1m7!3m6!1s0x951edd84f698283b:0x421633fe8104b260!2sTerraoro+Vinhos!8m2!3d-29.007666!4d-50.8346466!16s%2Fg%2F11pdgrggbd!4m8!1m0!1m5!1m1!1s0x951edd84f698283b:0x421633fe8104b260!2m2!1d-50.8346466!2d-29.007666!3e2?entry=ttu",@terraorovinhos,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/terraoro-vinhos-3193
103,Vinhos Emoção e Cantina Milani Produtos Coloniais,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,"Estrada  do Imigrante - Rua Júlio Calegari, 3700 - Bairro Esplanada. * Caxias do",🔴 Sem Site (100% Guia),,4.5,147,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999362755,"https://www.google.com/maps/dir//Vin%C3%ADcola+Waldemar+Milani+%E2%80%93+Vinhos+Emo%C3%A7%C3%A3o+-+R.+J%C3%BAlio+Calegari,+3700+-+Esplanada,+Caxias+do+Sul+-+RS,+95095-107/@-29.2116174,-51.1974381,17z/data=!4m9!4m8!1m0!1m5!1m1!1s0x951ea4a3df9f8677:0x4370f15a684f192b!2m2!1d-51.1968158!2d-29.211285!3e0",@vinhosemooecantinami,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinhos-emocao-e-cantina-milani-produtos-coloniais-1034
104,Vinhos Tradição,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,Estrada Municipal Valmor Sirtoli 3ª Légua *Caxias do Sul - RS,🟢 Site Ativo (200),http://vinhostradicao.com.br/site/?page_id=801,4.4,397,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999458204,"https://www.google.com/maps/dir//-29.265925,-51.167794/@-29.2659203,-51.1699827,17z",@vinhostradio,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinhos-tradicao-441
105,Vinícola Lovatel,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,"Rua Vereador Marcial Pisoni,5.950 - Linha 30",🟢 Site Ativo (200),https://www.vinicolalovatel.com.br/,4.7,152,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+555499063387,"https://www.google.com.br/maps/dir//Lovatel+Ind%C3%BAstria+Vin%C3%ADcola+-+Estrada+Municipal+Vereador+Marcial+Pisani+-+5950+-+Nossa+Senhora+da+Sa%C3%BAde+-+Linha+30,+Caxias+do+Sul+-+RS,+95032-300/@-29.1235294,-51.2178858,17z/data=!4m8!4m7!1m0!1m5!1m1!1s0x",@vincolalovatel,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-lovatel-766
106,Vinícola Pagliosa,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,Não informado,🟢 Site Ativo (200),https://pagliosavinhos.com.br/,4.4,51,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999701681,"https://www.google.com.br/maps/dir//Vin%C3%ADcola+Pagliosa+Vin%C3%ADcola+Pagliosa+-+Estr.+Mun.+do+Vinho,+s%2Fn+-+S%C3%A3o+Pedro+da+Terceira+L%C3%A9gua,+Caxias+do+Sul+-+RS,+95090-970/@-29.20944,-51.2528154,13z/data=!4m8!4m7!1m0!1m5!1m1!1s0x951ebb20384704ed:0xd7a8bc85b8abaa19!2m2!1d-51.2045307!2d-29.2466923",@vincolapagliosa,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-pagliosa-1820
107,Vinícola Rossato,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,Estrada Municipal São Marcos 400  - Linha Feijó. Caxias do Sul - RS,🟢 Site Ativo (200),https://www.vinhosrossato.com.br/,4.8,71,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999719627,"https://www.google.com.br/maps/dir//Vin%C3%ADcola+Rossato+-+Estr.+S%C3%A3o+Marcos+Linha+Feij%C3%B3,+N%C3%BAmero+400+-+S%C3%A3o+Caetano,+Caxias+do+Sul+-+RS,+95095-259/@-29.2169217,-51.2153466,190m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951ea4792bf7203d:0x83",@vincolarossato,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-rossato-992
108,Vinícola Santini,"Vinhos, Sucos e Espumantes",Rural / Interior,Vila Cristina," Cerro da Glória, Distrito de Vila Cristina - Caxias do Sul",🟢 Site Ativo (200),https://www.vinicolasantini.com,4.7,177,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554981122151,"https://www.google.com.br/maps/dir//Vin%C3%ADcola+Santini+-+Estrada+do+Imigrante,+s%2Fn,+Caxias+do+Sul+-+RS,+95124-971/@-29.3134119,-51.2045938,336m/data=!3m1!1e3!4m9!4m8!1m0!1m5!1m1!1s0x951eb038e2eaf2df:0xe99d2c0e9477f2c2!2m2!1d-51.2035324!2d-29.3131513!",@vincolasantini,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-santini-1950
109,Vinícola Vinha Solo,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,"Estrada Municipal Fermino Bossardi, 5780 - comunidade de São Roque, Distrito de ",🟢 Site Ativo (200),https://youtu.be/5X8L2ruJPTc,4.7,144,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999758800,"https://www.google.com.br/maps/dir//Vinha+Solo,+S%C3%A3o+Roque,+s%2Fn%C2%BA,+Caxias+do+Sul+-+RS,+95125-000/@-29.1244024,-50.9630321,328m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951ec13feb004da7:0x8f23b3bc3015f180!2m2!1d-50.9628765!2d-29.1246832",@vincolavinhasolo,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinicola-vinha-solo-1963
110,Vinhos Dom Dionysius/Vinícola Conceição - Donner Cervejaria,"Vinhos, Sucos e Espumantes",Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),www.vinhosdionysius.com.br,4.7,405,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999237917,"https://www.google.com.br/maps/dir//Vin%C3%ADcola+Concei%C3%A7%C3%A3o+Ltda+-+Av.+Concei%C3%A7%C3%A3o,+1530+-+Desvio+Rizzo,+Caxias+do+Sul+-+RS,+95110-310/@-29.216756,-51.2306734,203m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951ea387eb7d46bb:0x2da9b9086e790453",@vinhosdomdionysiusvi,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinhos-dom-dionysiusvinicola-conceicao-donner-cervejaria-1022
111,Cantina Bertotti,"Vinhos, Sucos e Espumantes",Rural / Interior,Forqueta,"Na região de Forqueta que a Família Bertotti, feirante número um da feira do agr",🔴 Sem Site (100% Guia),,4.9,327,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554991808586,https://www.google.com/maps/search/?api=1&query=Cantina+Bertotti+Caxias+do+Sul,@cantinabertotti,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/cantina-bertotti-3105
112,Casa Hevian Vinícola,"Vinhos, Sucos e Espumantes",Rural / Interior,Vila Seca,"Estrada Municipal José Catuzzo, 415, Vila Seca",🔴 Sem Site (100% Guia),,4.7,159,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554996252355,"https://www.google.com/maps/dir//-29.0610417,-51.0212715/@-29.0611167,-51.0213974,85m/data=!3m1!1e3!4m2!4m1!3e0?entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",@casahevianvincola,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/casa-hevian-vinicola-3392
113,Família Longo Vinhos Finos,"Vinhos, Sucos e Espumantes",Rural / Interior,Forqueta,"São Valentin, 2ª Légua, Forqueta",🔴 Sem Site (100% Guia),,4.8,448,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999550831,"https://www.google.com/maps/dir//-29.270637,-51.2459989/@-29.270637,-51.2481876,17z/data=!4m2!4m1!3e0?hl=pt-BR",@famlialongovinhosfin,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/familia-longo-vinhos-finos-3036
114,Quinta Don Bonifácio,"Vinhos, Sucos e Espumantes",Rural / Interior,Galópolis,Galópolis - São Francisco da 4ª Légua,🟢 Site Ativo (200),http://www.quintadonbonifacio.com.br/,4.6,83,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554991701144,"https://www.google.com.br/maps/dir//Quinta+Don+Bonif%C3%A1cio+-+Estrada+S%C3%A3o+Francisco+s%2Fn+-+Gal%C3%B3polis,+Caxias+do+Sul+-+RS,+95090-141/@-29.22687,-51.1151505,17.1z/data=!4m8!4m7!1m0!1m5!1m1!1s0x951eba39d8f77c67:0x759a48f8a7774f5f!2m2!1d-51.11310",@quintadonbonifcio,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/quinta-don-bonifacio-1712
115,Vinho Sabor da Serra,"Vinhos, Sucos e Espumantes",Rural / Interior,Forqueta,"Estrada São José, 900, Capela de São José da Linha Feijó, Região de Forqueta",🔴 Sem Site (100% Guia),,4.4,255,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🔴 Fit Crítico,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554996710043,"https://www.google.com.br/maps/dir//Vinhos+Sabor+da+Serra+Vinhos+Sabor+da+Serra+-+Estrada+Municipal+S%C3%A3o+Jos%C3%A9+da+Linha,+Estr.+S%C3%A3o+Marcos+Linha+Feij%C3%B3+-+Forqueta,+Caxias+do+Sul+-+RS,+95115-000/@-29.1980769,-51.2805205,12047m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951ea36c522440af:0x692a0b8385516478!2m2!1d-51.2539281!2d-29.2192998",@vinhosabordaserra,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinho-sabor-da-serra-2955
116,Vinhos Don Giusepp,"Vinhos, Sucos e Espumantes",Rural / Interior,Forqueta,"Estrada Menino Deus, s/nº - Bairro Forqueta. * Caxias do Sul - RS",🟢 Site Ativo (200),http://dongiusepp.com.br/,4.6,245,⚡ Médio (50-300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+555499995772,"https://www.google.com.br/maps/dir//Vinhos+Don+Giusepp+-+Estrada+Menino+Deus,+s%2Fn+-+Forqueta,+Caxias+do+Sul+-+RS,+95046-208/@-29.2583028,-51.2643018,17z/data=!4m9!4m8!1m0!1m5!1m1!1s0x951ea42809efd2a1:0x6f64e88bbecadfd4!2m2!1d-51.2621255!2d-29.2582601!3e0",@vinhosdongiusepp,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/vinhos-sucos-e-espumantes/vinhos-don-giusepp-1004
